,property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,nearby_schools,dist_to_cwru_mi,price_per_sqft_ann
123,https://www.realtor.com/rentals/details/12320-Saywell-Ave-3_Cleveland_OH_44108_M95659-18920,9565918920,2972272395,TRBO,1602142,FOR_RENT,"BRAND NEW SPACIOUS 1Br 1Bath. SPACIOUS LIVING ROOM AND BEDROOM. NEW VINYL FLOORS. NEW STAINLESS APPLIANCES WILL BE PROVIDED. LOCATED 5 MINUTES FROM UNIVERSITY CIRCLE. FREE PARKING. To apply, visit TurboTenant and search for Property ID 1602142",CONDOS,12320 Saywell Ave Unit 3,12320 Saywell Ave,Unit 3,Cleveland,OH,44108,1.0,1.0,,700.0,,16,700.0,2024-09-18,,,,False,,1.0,41.529758,-81.601021,Forest Hills,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Citizens Leadership Academy East, Old Brook High School School District",1.7981114409323904,12.0
125,https://www.realtor.com/rentals/details/1434-W-112th-St-Apt-4_Cleveland_OH_44102_M98487-08922,9848708922,2972267151,NEOH,5070892,FOR_RENT,"Move right into this great, newly renovated 2 bedroom, upper floor apartment. This location can't be beat, as it is right down the street from Lakewood! This unit has a wonderful front porch to enjoy and granite counter tops, with stainless steel appliances! Parking is available in the back and a washer and dryer is located in the basement for your use. Owner pays water & sewer. Schedule your showings today!",MULTI_FAMILY,1434 W 112th St Apt 4,1434 W 112th St,Apt 4,Cleveland,OH,44102,2.0,1.0,,900.0,1907.0,16,1100.0,2024-09-18,,,,False,,1.0,41.481632,-81.765244,Edgewater,Cuyahoga,39035.0,2.0,0.0,,"Lakewood City Academy, Cleveland Metropolitan School District, Hope Academy Northwest Campus, Lake Erie International High School School District",8.287265398175421,14.666666666666666
126,https://www.realtor.com/rentals/details/12328-Saywell-Ave-Apt-3_Cleveland_OH_44108_M93003-04204,9300304204,2972272544,TRBO,1602162,FOR_RENT,"BEAUTIFUL, BRAND NEW LARGE 1 BR 1BATH. BEDROOM FITS A KING SIZE BED. FREE PARKING. GOOD CLOSET SPACE. STAINLESS STEEL APPLIANCES WILL BE PROVIDED. 5 MIN TO UNIVERSITY CIRCLE. To apply, visit TurboTenant and search for Property ID 1602162",CONDOS,12328 Saywell Ave Apt 3,12328 Saywell Ave,Apt 3,Cleveland,OH,44108,1.0,1.0,,700.0,,16,750.0,2024-09-18,,,,False,,1.0,41.529728,-81.600716,Forest Hills,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Citizens Leadership Academy East, Old Brook High School School District",1.7995261233210713,12.857142857142858
129,https://www.realtor.com/rentals/details/7192-Wentworth-Ave_Cleveland_OH_44102_M43708-77409,4370877409,2972272360,TRBO,1602629,FOR_RENT,"Welcome to your new home at 7192 Wentworth Avenue in Cleveland, OH! This charming 4 bed, 1.5 bath single-family home features modern amenities including a washer, dryer, garage, and central air. Enjoy the convenience of on-site laundry and off-street parking. Certain pets allowed. Renovation has just been completed and includes new interior paint, granite countertops with new sink in kitchen, an entirely new bathroom installed upstairs, downstairs bathroom renovation, both bedrooms upstairs renovated + new carpeting, basement painted and sealed, new light fixtures with fans, new outlets, nest thermostat, first floor carpets cleaned. The detached garage doors were replaced. HVAC was inspected and is in working order. If interested, please message Taproot Property Holdings LLC and inquire about our screening process and availability. We are accepting Section 8 vouchers for this property. To apply, visit TurboTenant and search for Property ID 1602629",SINGLE_FAMILY,7192 Wentworth Ave,7192 Wentworth Ave,,Cleveland,OH,44102,4.0,1.0,1.0,1204.0,1927.0,16,2100.0,2024-09-18,,11970.0,70700.0,False,,2.0,41.46551,-81.735646,Stockyards,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Frederick Douglass Reclamation Academy, Constellation Schools: Stockyard Community Elementary",7.125305440343535,20.930232558139537
130,https://www.realtor.com/rentals/details/2929-W-14th-St_Cleveland_OH_44113_M47394-65217,4739465217,2972265764,NEOH,5071213,FOR_RENT,"Located right in the heart of historic Tremont, this massive grand colonial provides 4 beds, 2.5 baths, and nearly 3, 000 square feet of living space. Minutes from all Cleveland has to offer, do not miss out on an opportunity to rent and make the space your own.",SINGLE_FAMILY,2929 W 14th St,2929 W 14th St,,Cleveland,OH,44113,4.0,2.0,1.0,2739.0,1900.0,16,3500.0,2024-09-18,350000.0,129680.0,445200.0,False,7749.0,1.0,41.472337,-81.690779,Tremont,Cuyahoga,39035.0,3.0,0.0,2.0,"Northeast Ohio College Preparatory School, Cleveland Metropolitan School District",4.810326125619926,15.334063526834612
132,https://www.realtor.com/rentals/details/7006-Clement-Ave-Apt-3_Cleveland_OH_44105_M96531-80472,9653180472,2972177540,TRBO,1599418,FOR_RENT,"Welcome to your new home at 7006 Clement Ave in Cleveland, OH! This cozy 2 bed, 1 bath unit is perfect for you and your furry friends (cats and small dogs allowed). With laminate flooring, forced air heating, off-street parking, and utilities included, this property won't last long. Don't miss out on this amazing opportunity for only $875/month starting October 1, 2024. Call us today! To apply, visit TurboTenant and search for Property ID 1599418",CONDOS,7006 Clement Ave Apt 3,7006 Clement Ave,Apt 3,Cleveland,OH,44105,2.0,1.0,,750.0,,18,875.0,2024-09-16,,,,False,,1.0,41.446075,-81.639809,"Broadway Slavic Village, South Broadway",Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Regent High School School District, Hope Academy Northcoast",4.336283725426064,14.0
133,https://www.realtor.com/rentals/details/3318-E-140th-St-Apt-1_Cleveland_OH_44120_M98135-89300,9813589300,2972177311,TRBO,1445086,FOR_RENT,"CMHA / EDEN TENANT with 2BD VOUCHER is PREFERRED A beautiful HUGE 2 Bd 1 ba Unit located on the 1st floor in 3318 E 140th Cleveland 44120 Brick Quad. The unit has Front and back doors and a nice Porch The tenant is responsible for gas and electricity. The Landlord pays for water sewer, and trash collection. No smoking No eviction history of tenants Must bring home 3X the rent in income to qualify. MOVE-IN READY To apply, visit TurboTenant and search for Property ID 1445086",CONDOS,3318 E 140th St Apt 1,3318 E 140th St,Apt 1,Cleveland,OH,44120,2.0,1.0,,1200.0,,18,990.0,2024-09-16,,,,False,,1.0,41.469437,-81.585022,Mount Pleasant,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Wings Academy 2",2.6944972035396346,9.9
134,https://www.realtor.com/rentals/details/1359-E-110th-St_Cleveland_OH_44106_M45654-16817,4565416817,2972182357,REDI,-O6wjqOVba_B2oR7FWuQ$Main,FOR_RENT,"5 bedroom 1.5 bath next to university circle! Big back yard with a single-car garage! Pet Friendly! All utilities to be paid by tenant. First and last months rent plus security deposit required along with all utilities moved into tenants name before keys are given. Fridge and Stove will be provided before move-in. We are currently not a voucher approved property. Inquiries can be texted to matt To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/ZIW461 to apply, or go to tenant.rentredi.com/getStarted/prequalify/ZIW461 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: ZIW-461. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",SINGLE_FAMILY,1359 E 110th St,1359 E 110th St,,Cleveland,OH,44106,5.0,2.0,1.0,1900.0,,17,1800.0,2024-09-17,18000.0,13240.0,79980.0,False,,1.0,41.520631,-81.60906,Glenville,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,1.127552584111071,11.368421052631579
135,https://www.realtor.com/rentals/details/776-Euclid-Ave-Apt-1513_Cleveland_OH_44114_M91117-40839,9111740839,2972174210,NEOH,5069732,FOR_RENT,"Skyline 776 will forever be known for redefining urban luxury living in Cleveland! Sleek-modern-sophisticated with resort-class amenities. Mindfully designed studio, featuring: 9 ceilings; oversized windows w/mini blinds; wood-style flooring; stainless steel appliances, white granite countertops & gooseneck faucet, open shelving & built-in wine rack. Movable multi-function granite kitchen island w/storage. Luxurious bathroom with ceramic tile surround & 10 custom designed Kraus rain shower head w/handheld massager. En suite full size stacked washer & dryer. Smart tech integrated & green certified. Located in the heart of CLE, step inside to relax, renew and recharge. Concierge, boutique hotel style lobby, catered to the health and wellbeing of its residents & furry friends. Professionally managed by Village Green Property Management. Ground FL include: Underground Speakeasy L'Ecrin Vert serving craft cocktails & live entertainment; Cafe Tartine & J'Adore; Fitness Center; indoor movie theatre; business conference rooms; sauna & yoga studio. Exclusive access to unparalleled amenities featuring: Skypark w/heated rooftop pool, hot tub, private cabanas; Zen garden; Sky Club Cafe; fire pits w/panoramic city & lake views! Pet Friendly community offering CLE one of the first in its kind~Dogtopia! Rest assured with onsite daycare; overnight boarding, BARK park & spa services for the fur babies. Don't miss out, call today to schedule a showing!",APARTMENT,776 Euclid Ave Apt 1515,776 Euclid Ave,Apt 1515,Cleveland,OH,44114,0.0,1.0,,400.0,2023.0,18,1405.0,2024-09-16,,550940.0,8860627.0,True,,4.0,41.499764,-81.687715,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,1.0,"Cleveland Metropolitan School District, Promise Academy",4.126790910070023,42.15
136,https://www.realtor.com/rentals/details/776-Euclid-Ave-Apt-1513_Cleveland_OH_44114_M91117-40839,9111740839,2972173528,NEOH,5069718,FOR_RENT,"Skyline 776 will forever be known for redefining urban luxury living in Cleveland! Sleek-modern-sophisticated with resort-class amenities. Mindfully designed 2 bedroom & 2 bathroom, open floor plan featuring: 9 ceilings; oversized windows w/mini blinds; wood-style flooring; stainless steel appliances, white granite countertops & gooseneck faucet, open shelving & built-in wine rack. Movable multi-function granite kitchen island w/storage. Luxurious bathroom with ceramic tile surround & 10 custom designed Kraus rain shower head w/handheld massager. En suite full size stacked washer & dryer. Smart tech integrated & green certified. Located in the heart of CLE, step inside to relax, renew and recharge. Concierge, boutique hotel style lobby, catered to the health and wellbeing of its residents & furry friends. Professionally managed by Village Green Property Management. Ground FL include: Underground Speakeasy L'Ecrin Vert serving craft cocktails & live entertainment; Cafe Tartine & J'Adore; Fitness Center; indoor movie theatre; business conference rooms; sauna & yoga studio. Exclusive access to unparalleled amenities featuring: Skypark w/heated rooftop pool, hot tub, private cabanas; Zen garden; Sky Club Cafe; fire pits w/panoramic city & lake views! Pet Friendly community offering CLE one of the first in its kind~Dogtopia! Rest assured with onsite daycare; overnight boarding, BARK park & spa services for the fur babies. Don't miss out, call today to schedule a showing!",APARTMENT,776 Euclid Ave Apt 1512,776 Euclid Ave,Apt 1512,Cleveland,OH,44114,2.0,2.0,,1100.0,2023.0,18,3240.0,2024-09-16,,550940.0,8860627.0,False,,3.0,41.499764,-81.687715,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,1.0,"Cleveland Metropolitan School District, Promise Academy",4.126790910070023,35.345454545454544
138,https://www.realtor.com/rentals/details/1403-Superior-Ave-E_Cleveland_OH_44114_M91988-87881,9198887881,2972173303,NEOH,5070593,FOR_RENT,"Just exceptional. The perfect Downtown living. Plenty of living space. Sophisticated contemporary architecture. A great location - with skyline views all around you. And a single-family home that has the unbeatable convenience of an attached double garage and ...and 13 years of full tax abatement! A really great floor plan begins on the first level with a gracious foyer and a corner office whose large windows look straight up Superior Avenue. It takes the idea of a home-office to a new level. And the 1st floor guest room has its own ensuite bath. The stairs lead up to a spectacular main floor with high ceilings and wall-sized windows on three sides. The kitchen has a dramatic center island with waterfall quartzite counters, loads of cabinets and a huge walk-in pantry. Every part of the space, with the dining room right in the middle, has its own piece of the downtown views. The living area has an elegant fireplace and wonderful corner windows. It's a house that breaks all the townhouse rules of long, narrow and dark. The spaces are wide and bright, with views from every room. There's a large terrace right off the kitchen, as perfect for a party as it is for coffee every morning. On the 3rd floor there are two bedrooms, a master suite with an elegant bath and a large walk-in closet. The 3rd bedroom is on the front corner, with amazing views. The 4th floor is the most dramatic space in the house, with stunning views in every direction, and an oversize rooftop deck that has some of the best views downtown - from Playhouse Square to Public Square. Heated garage with outlet for EV charging. Also available furnished at $7, 000/month. Absolutely like-new; occupied less than a year.",SINGLE_FAMILY,1403 E Superior Ave,1403 E Superior Ave,,Cleveland,OH,44113,3.0,3.0,2.0,2866.0,2022.0,18,4700.0,2024-09-16,758080.0,,773000.0,False,1202.0,2.0,41.504654,-81.684192,"Downtown Cleveland, Avenue District",Cuyahoga,39035.0,4.0,0.0,2.0,"Cleveland Metropolitan School District, Promise Academy",3.9320541139334666,19.678995115143056
